9.329 26.490 B 
11.431 89.510 A 
7.970 65.770 A 
10.187 10.460 B 
8.873 75.470 A 
13.581 -8.520 A 
7.823 72.390 A 
8.900 19.760 B 
6.875 3.030 A 
8.491 17.620 B 
11.207 25.380 B 
7.258 22.200 A 
11.086 60.250 B 
13.524 84.860 A 
11.113 32.010 B 
7.852 49.270 B 
7.787 85.470 A 
8.014 38.760 B 
9.097 20.020 B 
7.987 49.500 B 
14.094 44.580 A 
9.570 -6.450 A 
5.613 26.050 A 
6.997 53.850 A 
8.708 25.800 B 
10.403 73.870 A 
8.058 34.720 B 
12.033 78.650 A 
8.106 59.250 B 
11.278 23.120 B 
11.742 71.250 A 
14.775 8.890 A 
7.443 -7.370 A 
9.902 17.450 B 
8.539 16.840 B 
6.201 -0.290 A 
8.783 39.540 B 
6.639 62.690 A 
6.064 58.600 A 
7.020 45.810 A 
14.982 59.080 A 
7.830 59.940 B 
10.428 17.770 B 
9.129 1.820 A 
11.908 53.700 B 
5.285 17.050 A 
9.939 55.750 B 
7.010 57.580 A 
6.281 56.890 A 
9.751 16.450 B 
13.219 -7.140 A 
12.503 47.800 B 
12.057 32.570 B 
8.966 -6.210 A 
7.083 36.930 B 
9.885 5.570 A 
12.172 -0.740 A 
13.860 14.280 A 
12.488 40.200 B 
9.526 13.040 B 
7.451 12.180 A 
8.823 15.690 B 
8.596 69.240 A 
8.876 77.000 A 
9.231 58.860 B 
7.586 52.870 B 
14.382 58.650 A 
12.122 78.350 A 
9.826 51.060 B 
10.938 65.160 B 
12.686 27.680 B 
7.568 50.610 B 
13.892 -1.970 A 
7.634 31.990 B 
10.677 61.710 B 
12.458 34.070 B 
10.586 77.480 A 
12.141 32.490 B 
8.039 61.300 B 
8.840 44.520 B 
12.049 12.140 A 
12.283 41.720 B 
13.893 59.820 A 
14.904 34.470 A 
7.846 81.620 A 
11.208 33.450 B 
11.303 24.210 B 
14.305 6.740 A 
6.072 79.800 A 
14.607 37.190 A 
8.182 44.020 B 
13.430 75.180 A 
13.469 80.520 A 
9.231 17.420 B 
12.343 24.610 B 
12.175 22.800 B 
6.040 16.590 A 
13.566 35.990 A 
13.206 63.700 A 
5.288 67.520 A 
8.209 -8.430 A 
5.769 -7.970 A 
9.747 18.210 B 
10.439 25.200 B 
5.278 -4.490 A 
6.522 30.950 A 
12.985 41.540 B 
13.021 57.930 A 
6.245 84.930 A 
12.826 -5.790 A 
10.152 20.170 B 
6.781 76.250 A 
11.219 32.020 B 
12.030 49.840 B 
10.414 -2.420 A 
9.569 16.870 B 
11.031 1.080 A 
13.611 89.280 A 
13.641 15.930 A 
11.430 45.680 B 
9.198 10.560 A 
8.171 58.540 B 
8.793 49.280 B 
11.091 18.870 B 
5.870 39.490 A 
5.003 41.300 A 
6.512 44.600 A 
8.853 36.940 B 
13.242 16.050 A 
7.378 0.250 A 
9.635 26.020 B 
10.654 1.110 A 
6.906 26.880 A 
11.316 72.580 A 
12.765 19.370 A 
7.378 6.190 A 
14.728 81.260 A 
9.415 13.740 B 
9.439 75.640 A 
10.335 50.530 B 
7.798 52.900 B 
9.387 81.860 A 
7.835 51.150 B 
11.549 0.670 A 
14.516 32.890 A 
6.935 31.980 A 
5.104 5.590 A 
11.744 55.100 B 
8.101 33.140 B 
10.026 -1.730 A 
6.618 77.140 A 
9.210 12.260 B 
14.760 26.800 A 
14.591 -7.450 A 
12.553 82.920 A 
11.394 -2.600 A 
14.163 65.230 A 
7.817 55.930 B 
12.875 2.210 A 
9.172 9.990 A 
10.259 26.970 B 
5.343 49.110 A 
13.053 67.790 A 
11.597 23.790 B 
8.499 28.650 B 
7.806 48.090 B 
9.522 74.180 A 
10.286 22.950 B 
8.763 16.760 B 
9.351 -0.310 A 
7.625 30.940 B 
9.134 25.650 B 
8.548 17.210 B 
7.578 27.550 B 
9.563 2.270 A 
11.131 30.250 B 
11.514 20.610 B 
5.956 -1.290 A 
8.586 79.360 A 
7.652 32.060 B 
5.844 21.910 A 
12.524 31.150 B 
13.490 55.260 A 
7.868 6.140 A 
5.091 10.370 A 
7.607 55.290 B 
8.770 17.140 B 
10.201 80.390 A 
8.137 49.030 B 
9.723 21.840 B 
5.168 28.180 A 
10.739 61.940 B 
7.988 64.410 A 
13.319 31.740 A 
11.239 -5.870 A 
9.016 10.580 A 
13.414 29.570 A 
10.963 56.400 B 
10.280 18.670 B 
9.744 -2.570 A 
9.089 17.330 B 
11.127 67.180 B 
7.400 49.920 B 
9.923 22.830 B 
10.633 64.860 B 
10.720 64.270 B 
7.106 46.280 B 
11.427 25.210 B 
11.166 78.630 A 
11.618 31.710 B 
12.961 35.700 B 
11.403 67.180 A 
9.183 24.130 B 
7.580 41.510 B 
12.430 48.480 B 
12.916 77.540 A 
11.670 81.100 A 
9.902 19.480 B 
5.413 84.060 A 
13.340 73.540 A 
12.643 55.390 A 
7.191 70.930 A 
11.193 17.540 B 
9.519 56.440 B 
10.684 65.570 B 
11.932 26.510 B 
8.681 54.620 B 
6.583 -9.080 A 
12.071 83.060 A 
8.108 74.850 A 
12.872 8.150 A 
14.397 14.700 A 
14.544 51.460 A 
11.163 87.850 A 
8.363 67.970 A 
14.786 85.960 A 
11.922 68.020 A 
8.636 22.810 B 
7.317 82.650 A 
10.791 57.460 B 
11.529 31.500 B 
11.855 38.800 B 
8.034 34.310 B 
7.133 67.420 A 
8.689 17.830 B 
11.026 79.750 A 
6.794 7.730 A 
11.029 33.190 B 
7.065 38.890 B 
7.417 34.080 B 
7.512 85.730 A 
12.175 23.560 B 
12.413 37.430 B 
11.864 28.100 B 
8.094 35.840 B 
9.115 63.410 B 
14.130 63.380 A 
7.794 24.230 B 
12.626 -2.570 A 
8.922 40.460 B 
13.337 17.740 A 
7.013 -4.070 A 
9.556 67.870 B 
12.010 24.690 B 
12.719 50.770 B 
12.509 48.970 B 
8.959 52.320 B 
14.113 9.770 A 
6.463 51.990 A 
10.890 19.000 B 
6.025 33.820 A 
9.587 72.950 A 
8.463 76.470 A 
9.879 7.610 A 
11.637 64.470 B 
6.182 65.620 A 
11.610 62.110 B 
8.198 13.150 A 
10.669 79.480 A 
11.575 47.170 B 
8.951 41.500 B 
6.719 -7.750 A 
10.921 64.320 B 
13.037 -1.990 A 
13.297 17.990 A 
8.985 21.790 B 
10.873 85.840 A 
6.816 56.090 A 
13.017 19.910 A 
11.095 20.590 B 
8.229 62.150 B 
11.376 29.340 B 
7.932 52.220 B 
12.570 60.640 A 
12.788 40.450 B 
11.173 82.320 A 
7.427 27.580 B 
8.474 14.670 B 
9.411 28.800 B 
11.647 52.610 B 
6.813 10.980 A 
8.429 62.330 B 
5.714 84.750 A 
7.018 30.860 A 
9.832 68.360 B 
11.356 20.140 B 
5.551 42.440 A 
12.272 20.260 A 
8.639 74.830 A 
8.763 35.500 B 
10.106 14.890 B 
10.058 -9.160 A 
8.458 8.990 A 
12.422 71.760 A 
9.970 9.350 A 
13.574 78.770 A 
8.976 38.050 B 
8.983 52.810 B 
7.575 75.860 A 
7.663 5.180 A 
7.598 39.110 B 
9.566 27.130 B 
9.800 16.750 B 
10.521 25.500 B 
11.374 83.040 A 
7.633 49.210 B 
13.559 73.070 A 
8.159 24.080 B 
5.837 84.490 A 
10.143 12.240 B 
8.792 43.300 B 
10.364 22.650 B 
6.737 3.090 A 
7.261 35.120 B 
11.415 59.030 B 
8.285 -4.380 A 
10.804 -7.890 A 
9.978 85.730 A 
9.034 23.750 B 
11.369 22.560 B 
11.992 53.200 B 
7.877 -9.280 A 
13.803 78.840 A 
12.586 35.370 B 
8.133 30.560 B 
9.004 29.080 B 
8.064 57.670 B 
5.942 69.480 A 
6.328 84.040 A 
11.585 33.980 B 
7.590 -8.680 A 
8.417 -3.350 A 
9.412 79.550 A 
7.549 74.930 A 
12.186 24.460 B 
9.452 66.870 B 
9.704 53.310 B 
11.619 22.350 B 
11.223 31.250 B 
12.700 66.130 A 
12.184 -1.490 A 
6.670 58.770 A 
11.553 61.500 B 
11.280 64.000 B 
13.612 -7.240 A 
12.049 22.540 B 
11.652 30.630 B 
11.192 45.640 B 
10.669 13.600 B 
5.138 51.580 A 
8.709 43.970 B 
9.873 66.690 B 
8.132 20.770 B 
7.006 32.070 A 
8.309 38.930 B 
9.578 66.410 B 
9.277 1.910 A 
5.070 46.600 A 
11.961 18.250 B 
6.826 61.880 A 
13.025 32.240 A 
9.599 -6.450 A 
12.723 52.570 B 
7.605 37.080 B 
7.107 20.100 A 
14.762 30.680 A 
8.411 23.580 B 
14.342 79.390 A 
7.005 16.620 A 
9.574 25.220 B 
9.077 50.520 B 
14.888 16.830 A 
8.455 37.350 B 
5.367 0.360 A 
10.446 23.070 B 
5.463 30.220 A 
8.923 80.270 A 
10.231 23.850 B 
8.410 58.820 B 
9.601 19.940 B 
7.267 80.040 A 
9.602 14.340 B 
5.169 45.280 A 
11.340 8.370 A 
9.269 12.350 B 
11.617 51.740 B 
5.046 23.430 A 
9.038 61.950 B 
10.190 24.960 B 
9.967 -7.660 A 
14.535 68.210 A 
11.522 68.060 A 
11.500 36.130 B 
11.295 57.090 B 
7.024 37.380 B 
11.467 39.290 B 
7.878 1.350 A 
8.647 38.030 B 
13.248 89.590 A 
8.872 41.200 B 
11.301 83.360 A 
8.990 -3.540 A 
10.197 19.100 B 
12.301 71.300 A 
13.852 51.050 A 
8.249 71.480 A 
6.088 7.940 A 
8.484 12.060 A 
14.476 20.830 A 
8.048 57.200 B 
7.571 27.560 B 
9.992 61.850 B 
12.324 36.070 B 
12.319 58.020 B 
9.788 52.620 B 
13.414 88.240 A 
13.605 89.500 A 
6.852 51.500 A 
